tender_id,category,tender_budget_kes,tender_open_date,tender_description,procuring_entity
4492,Office Stationery & Supplies,9202683,2025-11-20,Supply and delivery of office stationery & supplies items,Ministry of Production
4493,Construction & Civil Works,341631561,2025-11-20,Supply and delivery of construction & civil works items,Ministry of Physical
4494,Cleaning & Sanitary Services,4029301,2020-08-24,Supply and delivery of cleaning & sanitary services items,Ministry of Leave
4495,Medical Supplies & Pharmaceuticals,2310980,2022-04-27,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Call
4496,Consultancy Services,8097018,2020-11-02,Supply and delivery of consultancy services items,Ministry of Can
4497,Motor Vehicles & Spare Parts,9477877,2022-03-02,Supply and delivery of motor vehicles & spare parts items,Ministry of Suddenly
4498,Cleaning & Sanitary Services,4070471,2025-12-18,Supply and delivery of cleaning & sanitary services items,Ministry of Analysis
4499,Consultancy Services,5608833,2025-01-30,Supply and delivery of consultancy services items,Ministry of Fall
4500,Medical Supplies & Pharmaceuticals,1969883,2020-08-23,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of North
4501,ICT Equipment & Software,34326041,2021-08-11,Supply and delivery of ict equipment & software items,Ministry of Step
4502,Consultancy Services,2393474,2020-07-29,Supply and delivery of consultancy services items,Ministry of Situation
4503,ICT Equipment & Software,12573874,2024-02-13,Supply and delivery of ict equipment & software items,Ministry of Democratic
4504,Motor Vehicles & Spare Parts,8666304,2020-03-28,Supply and delivery of motor vehicles & spare parts items,Ministry of Recent
4505,Medical Supplies & Pharmaceuticals,526492,2023-05-26,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Action
4506,Medical Supplies & Pharmaceuticals,2407236,2020-09-01,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Probably
4507,Construction & Civil Works,321364067,2024-04-25,Supply and delivery of construction & civil works items,Ministry of Feel
4508,Construction & Civil Works,252936855,2022-07-30,Supply and delivery of construction & civil works items,Ministry of During
4509,Consultancy Services,6713889,2021-04-27,Supply and delivery of consultancy services items,Ministry of Pm
4510,Motor Vehicles & Spare Parts,563723,2023-06-04,Supply and delivery of motor vehicles & spare parts items,Ministry of Example
4511,Construction & Civil Works,295351389,2025-07-25,Supply and delivery of construction & civil works items,Ministry of Health
4512,Medical Supplies & Pharmaceuticals,786763,2025-01-16,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Civil
4513,Medical Supplies & Pharmaceuticals,9963986,2020-02-20,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Pattern
4514,Construction & Civil Works,179871472,2021-11-24,Supply and delivery of construction & civil works items,Ministry of Discussion
4515,Medical Supplies & Pharmaceuticals,2245943,2021-01-11,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Thank
4516,ICT Equipment & Software,12758491,2022-04-19,Supply and delivery of ict equipment & software items,Ministry of Number
4517,Office Stationery & Supplies,1423020,2023-09-12,Supply and delivery of office stationery & supplies items,Ministry of College
4518,Office Stationery & Supplies,5019495,2020-07-18,Supply and delivery of office stationery & supplies items,Ministry of Sit
4519,ICT Equipment & Software,9390111,2023-09-07,Supply and delivery of ict equipment & software items,Ministry of Expect
4520,Medical Supplies & Pharmaceuticals,1944040,2024-11-08,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Capital
4521,Motor Vehicles & Spare Parts,964845,2020-07-28,Supply and delivery of motor vehicles & spare parts items,Ministry of Through
4522,Medical Supplies & Pharmaceuticals,8077848,2022-06-09,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Effort
4523,Office Stationery & Supplies,1534636,2022-10-03,Supply and delivery of office stationery & supplies items,Ministry of Company
4524,Consultancy Services,7432827,2025-05-08,Supply and delivery of consultancy services items,Ministry of Whose
4525,Office Stationery & Supplies,3494070,2021-04-27,Supply and delivery of office stationery & supplies items,Ministry of Both
4526,Cleaning & Sanitary Services,9360797,2020-01-07,Supply and delivery of cleaning & sanitary services items,Ministry of Remain
4527,Motor Vehicles & Spare Parts,4057874,2021-11-06,Supply and delivery of motor vehicles & spare parts items,Ministry of Particularly
4528,Medical Supplies & Pharmaceuticals,3678687,2025-03-01,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Time
4529,Construction & Civil Works,110438515,2022-04-27,Supply and delivery of construction & civil works items,Ministry of Different
4530,Medical Supplies & Pharmaceuticals,9879138,2021-05-23,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Throw
4531,Consultancy Services,8163736,2020-06-28,Supply and delivery of consultancy services items,Ministry of Seem
4532,Motor Vehicles & Spare Parts,3748338,2022-08-31,Supply and delivery of motor vehicles & spare parts items,Ministry of Citizen
4533,ICT Equipment & Software,39080196,2024-06-07,Supply and delivery of ict equipment & software items,Ministry of If
4534,Cleaning & Sanitary Services,7389165,2025-02-06,Supply and delivery of cleaning & sanitary services items,Ministry of Social
4535,Medical Supplies & Pharmaceuticals,3553402,2022-04-12,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Number
4536,Cleaning & Sanitary Services,212035,2024-08-03,Supply and delivery of cleaning & sanitary services items,Ministry of Describe
4537,Cleaning & Sanitary Services,5798238,2025-04-16,Supply and delivery of cleaning & sanitary services items,Ministry of Million
4538,Construction & Civil Works,188133141,2022-08-14,Supply and delivery of construction & civil works items,Ministry of Type
4539,Motor Vehicles & Spare Parts,440526,2023-02-21,Supply and delivery of motor vehicles & spare parts items,Ministry of Fund
4540,Cleaning & Sanitary Services,5787453,2020-02-15,Supply and delivery of cleaning & sanitary services items,Ministry of Movement
4541,Medical Supplies & Pharmaceuticals,965144,2023-09-10,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of This
4542,Medical Supplies & Pharmaceuticals,1518137,2022-08-26,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Describe
4543,Office Stationery & Supplies,9468140,2022-03-28,Supply and delivery of office stationery & supplies items,Ministry of Score
4544,Consultancy Services,622797,2020-06-18,Supply and delivery of consultancy services items,Ministry of Third
4545,Construction & Civil Works,198929104,2024-03-11,Supply and delivery of construction & civil works items,Ministry of Huge
4546,Motor Vehicles & Spare Parts,3597172,2021-01-03,Supply and delivery of motor vehicles & spare parts items,Ministry of International
4547,Motor Vehicles & Spare Parts,6660230,2021-03-29,Supply and delivery of motor vehicles & spare parts items,Ministry of Former
4548,Office Stationery & Supplies,6752469,2022-02-13,Supply and delivery of office stationery & supplies items,Ministry of Eye
4549,Cleaning & Sanitary Services,5488811,2021-06-29,Supply and delivery of cleaning & sanitary services items,Ministry of Fill
4550,Motor Vehicles & Spare Parts,7275173,2025-05-22,Supply and delivery of motor vehicles & spare parts items,Ministry of Hundred
4551,Consultancy Services,4549113,2023-08-08,Supply and delivery of consultancy services items,Ministry of Manager
4552,Consultancy Services,829672,2025-10-05,Supply and delivery of consultancy services items,Ministry of Rich
4553,Cleaning & Sanitary Services,8937389,2025-08-11,Supply and delivery of cleaning & sanitary services items,Ministry of Either
4554,Medical Supplies & Pharmaceuticals,1247417,2023-11-15,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Attention
4555,Consultancy Services,9783484,2022-09-17,Supply and delivery of consultancy services items,Ministry of Such
4556,Office Stationery & Supplies,2175414,2020-02-17,Supply and delivery of office stationery & supplies items,Ministry of Owner
4557,Consultancy Services,7698498,2022-01-26,Supply and delivery of consultancy services items,Ministry of I
4558,Motor Vehicles & Spare Parts,7983060,2020-02-14,Supply and delivery of motor vehicles & spare parts items,Ministry of Least
4559,Office Stationery & Supplies,1010175,2024-05-05,Supply and delivery of office stationery & supplies items,Ministry of Where
4560,ICT Equipment & Software,22778404,2022-07-18,Supply and delivery of ict equipment & software items,Ministry of Leave
4561,Construction & Civil Works,44610527,2021-07-12,Supply and delivery of construction & civil works items,Ministry of Drop
4562,Cleaning & Sanitary Services,7780223,2021-08-12,Supply and delivery of cleaning & sanitary services items,Ministry of Which
4563,Medical Supplies & Pharmaceuticals,5274895,2025-12-24,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Measure
4564,ICT Equipment & Software,1933043,2020-12-12,Supply and delivery of ict equipment & software items,Ministry of Discuss
4565,Motor Vehicles & Spare Parts,6737056,2025-02-13,Supply and delivery of motor vehicles & spare parts items,Ministry of Quite
4566,ICT Equipment & Software,34303356,2023-02-07,Supply and delivery of ict equipment & software items,Ministry of Nice
4567,Consultancy Services,8245618,2024-11-10,Supply and delivery of consultancy services items,Ministry of Throughout
4568,Medical Supplies & Pharmaceuticals,2040711,2020-03-20,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of I
4569,Cleaning & Sanitary Services,1463307,2022-03-09,Supply and delivery of cleaning & sanitary services items,Ministry of Soon
4570,Motor Vehicles & Spare Parts,6025237,2021-05-15,Supply and delivery of motor vehicles & spare parts items,Ministry of Second
4571,Cleaning & Sanitary Services,6598391,2025-06-29,Supply and delivery of cleaning & sanitary services items,Ministry of Best
4572,Medical Supplies & Pharmaceuticals,3472021,2023-09-10,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of On
4573,Cleaning & Sanitary Services,9703204,2020-04-19,Supply and delivery of cleaning & sanitary services items,Ministry of Base
4574,Construction & Civil Works,178985575,2023-02-24,Supply and delivery of construction & civil works items,Ministry of Especially
4575,ICT Equipment & Software,45010415,2022-09-19,Supply and delivery of ict equipment & software items,Ministry of Finally
4576,Consultancy Services,5015782,2020-11-06,Supply and delivery of consultancy services items,Ministry of Least
4577,Office Stationery & Supplies,5958893,2021-09-02,Supply and delivery of office stationery & supplies items,Ministry of Whole
4578,Cleaning & Sanitary Services,9881536,2021-02-11,Supply and delivery of cleaning & sanitary services items,Ministry of It
4579,Construction & Civil Works,367127147,2021-11-13,Supply and delivery of construction & civil works items,Ministry of Near
4580,Medical Supplies & Pharmaceuticals,1151636,2020-05-26,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Try
4581,Motor Vehicles & Spare Parts,7715907,2020-07-21,Supply and delivery of motor vehicles & spare parts items,Ministry of Area
4582,Motor Vehicles & Spare Parts,8013436,2023-06-08,Supply and delivery of motor vehicles & spare parts items,Ministry of Stay
4583,Cleaning & Sanitary Services,3137253,2024-09-14,Supply and delivery of cleaning & sanitary services items,Ministry of Trial
4584,Motor Vehicles & Spare Parts,115141,2025-08-24,Supply and delivery of motor vehicles & spare parts items,Ministry of Control
4585,ICT Equipment & Software,45360239,2021-09-23,Supply and delivery of ict equipment & software items,Ministry of Many
